ID_MARCA;MARCA;ID_LINHA;LINHA;DATA_VENDA;QTD_VENDA
4;VULT;4;SOLAR;23/06/2019;2
5;BELEZA NA WEB;4;SOLAR;09/01/2019;5
1;BOTICÁRIO;3;MAQUIAGEM;06/09/2019;18
3;QUEM DISSE BERENICE;3;MAQUIAGEM;11/05/2019;12
5;BELEZA NA WEB;3;MAQUIAGEM;06/05/2019;15
2;EUDORA;1;CABELOS;14/08/2019;8
4;VULT;1;CABELOS;16/06/2019;7
3;QUEM DISSE BERENICE;3;MAQUIAGEM;09/09/2019;12
5;BELEZA NA WEB;3;MAQUIAGEM;09/03/2019;10
2;EUDORA;3;MAQUIAGEM;17/10/2019;10
5;BELEZA NA WEB;5;HIDRATANTES;01/12/2019;5
4;VULT;5;HIDRATANTES;14/03/2019;4
3;QUEM DISSE BERENICE;3;MAQUIAGEM;21/04/2019;15
4;VULT;4;SOLAR;01/12/2019;7
5;BELEZA NA WEB;4;SOLAR;20/04/2019;1
4;VULT;5;HIDRATANTES;11/11/2019;12
5;BELEZA NA WEB;5;HIDRATANTES;06/12/2019;16
4;VULT;4;SOLAR;14/12/2019;16
5;BELEZA NA WEB;3;MAQUIAGEM;08/11/2019;7
2;EUDORA;2;PERFUMARIA;12/05/2019;10
4;VULT;2;PERFUMARIA;26/08/2019;15
4;VULT;3;MAQUIAGEM;04/09/2019;11
3;QUEM DISSE BERENICE;4;SOLAR;04/08/2019;14
3;QUEM DISSE BERENICE;2;PERFUMARIA;29/04/2019;20
3;QUEM DISSE BERENICE;3;MAQUIAGEM;21/11/2019;13
1;BOTICÁRIO;1;CABELOS;25/12/2019;18
4;VULT;4;SOLAR;12/02/2019;7
1;BOTICÁRIO;4;SOLAR;29/07/2019;9
1;BOTICÁRIO;4;SOLAR;18/07/2019;19
5;BELEZA NA WEB;3;MAQUIAGEM;19/07/2019;6
2;EUDORA;2;PERFUMARIA;26/03/2019;18
3;QUEM DISSE BERENICE;1;CABELOS;11/06/2019;1
1;BOTICÁRIO;5;HIDRATANTES;10/01/2019;2
1;BOTICÁRIO;4;SOLAR;23/05/2019;13
4;VULT;3;MAQUIAGEM;07/03/2019;3
1;BOTICÁRIO;2;PERFUMARIA;08/04/2019;4
4;VULT;4;SOLAR;03/11/2019;4
2;EUDORA;3;MAQUIAGEM;25/08/2019;16
5;BELEZA NA WEB;1;CABELOS;08/04/2019;8
5;BELEZA NA WEB;4;SOLAR;01/08/2019;18
2;EUDORA;1;CABELOS;25/03/2019;9
5;BELEZA NA WEB;3;MAQUIAGEM;09/12/2019;9
4;VULT;5;HIDRATANTES;25/11/2019;18
1;BOTICÁRIO;1;CABELOS;19/02/2019;19
2;EUDORA;5;HIDRATANTES;12/06/2019;20
4;VULT;2;PERFUMARIA;01/12/2019;15
4;VULT;4;SOLAR;04/02/2019;5
5;BELEZA NA WEB;1;CABELOS;04/02/2019;1
3;QUEM DISSE BERENICE;5;HIDRATANTES;15/01/2019;18
4;VULT;2;PERFUMARIA;06/05/2019;1
3;QUEM DISSE BERENICE;2;PERFUMARIA;07/04/2019;14
2;EUDORA;2;PERFUMARIA;02/04/2019;14
3;QUEM DISSE BERENICE;4;SOLAR;20/12/2019;2
4;VULT;4;SOLAR;14/08/2019;7
2;EUDORA;3;MAQUIAGEM;14/02/2019;3
5;BELEZA NA WEB;4;SOLAR;29/06/2019;4
1;BOTICÁRIO;4;SOLAR;10/07/2019;8
1;BOTICÁRIO;3;MAQUIAGEM;26/01/2019;17
1;BOTICÁRIO;4;SOLAR;29/11/2019;20
4;VULT;4;SOLAR;22/01/2019;19
3;QUEM DISSE BERENICE;2;PERFUMARIA;27/04/2019;6

